Lineage;Fam;Taxogroup;Taxo1;Last;SizeMin;SizeMax;Cover;Shape;Spicule;Symmetry;Polarity;Colony;Motility;Chloroplast;Plast_Origin;Ingestion;Symbiontic;Zoosporic_Parasite;Cyst_Spore
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophytina|Mediophyceae|Planktoniella|Planktoniella+sol;Stramenopiles;Bacillariophyta;Mediophyceae;Planktoniella;64;97;Siliceous;Round;0;Radial;Isopolar;None;Floater;1;Constitutive;No;No;0;0
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophytina|Mediophyceae|Porosira|Porosira+sp.;Stramenopiles;Bacillariophyta;Mediophyceae;Porosira;25;170;Siliceous;Round;0;Radial;Isopolar;None;Floater;1;Constitutive;No;No;0;0
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophytina|Mediophyceae|Skeletonema;Stramenopiles;Bacillariophyta;Skeletonema;Skeletonema;2;61;Siliceous;Round;0;Radial;Heteropolar;Ellongated;Floater;1;Constitutive;No;No;0;0
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophytina|Mediophyceae|Skeletonema|Skeletonema+dohrnii;Stramenopiles;Bacillariophyta;Skeletonema;Skeletonema;4;12;Siliceous;Round;0;Radial;Heteropolar;Ellongated;Floater;1;Constitutive;No;No;0;0
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophytina|Mediophyceae|Skeletonema|Skeletonema+grevillei;Stramenopiles;Bacillariophyta;Skeletonema;Skeletonema;4;7.5;Siliceous;Round;0;Radial;Heteropolar;Ellongated;Floater;1;Constitutive;No;No;0;0
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophytina|Mediophyceae|Skeletonema|Skeletonema+marinoi;Stramenopiles;Bacillariophyta;Skeletonema;Skeletonema;2;12;Siliceous;Round;0;Radial;Heteropolar;Ellongated;Floater;1;Constitutive;No;No;0;0
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophytina|Mediophyceae|Skeletonema|Skeletonema+menzellii;Stramenopiles;Bacillariophyta;Skeletonema;Skeletonema;3;10;Siliceous;Round;0;Radial;Heteropolar;None;Floater;1;Constitutive;No;No;0;0
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophytina|Mediophyceae|Skeletonema|Skeletonema+pseudocostatum;Stramenopiles;Bacillariophyta;Skeletonema;Skeletonema;2;9;Siliceous;Round;0;Radial;Heteropolar;Ellongated;Floater;1;Constitutive;No;No;0;0
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophytina|Mediophyceae|Skeletonema|Skeletonema+sp.;Stramenopiles;Bacillariophyta;Skeletonema;Skeletonema;2;61;Siliceous;Round;0;Radial;Heteropolar;Ellongated;Floater;1;Constitutive;No;No;0;0
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophytina|Mediophyceae|Thalassiosira;Stramenopiles;Bacillariophyta;Thalassiosira;Thalassiosira;2;186;Siliceous;Round;1;Radial;Isopolar;Ellongated;Floater;1;Constitutive;No;No;0;0
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophytina|Mediophyceae|Thalassiosira|Thalassiosira+antarctica;Stramenopiles;Bacillariophyta;Thalassiosira;Thalassiosira;17;51;Siliceous;Round;1;Radial;Isopolar;Ellongated;Floater;1;Constitutive;No;No;0;0
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophytina|Mediophyceae|Thalassiosira|Thalassiosira+concaviuscula;Stramenopiles;Bacillariophyta;Thalassiosira;Thalassiosira;9;26;Siliceous;Round;1;Radial;Isopolar;Ellongated;Floater;1;Constitutive;No;No;0;0
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophytina|Mediophyceae|Thalassiosira|Thalassiosira+delicatula;Stramenopiles;Bacillariophyta;Thalassiosira;Thalassiosira;9;30;Siliceous;Round;1;Radial;Isopolar;Ellongated;Floater;1;Constitutive;No;No;0;0
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophytina|Mediophyceae|Thalassiosira|Thalassiosira+eccentrica;Stramenopiles;Bacillariophyta;Thalassiosira;Thalassiosira;15;110;Siliceous;Round;1;Radial;Isopolar;Ellongated;Floater;1;Constitutive;No;No;0;0
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophytina|Mediophyceae|Thalassiosira|Thalassiosira+gessneri;Stramenopiles;Bacillariophyta;Thalassiosira;Thalassiosira;20;37.5;Siliceous;Round;1;Radial;Isopolar;Ellongated;Floater;1;Constitutive;No;No;0;0
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophytina|Mediophyceae|Thalassiosira|Thalassiosira+lundiana;Stramenopiles;Bacillariophyta;Thalassiosira;Thalassiosira;13;43;Siliceous;Round;1;Radial;Isopolar;Ellongated;Floater;1;Constitutive;No;No;0;0
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophytina|Mediophyceae|Thalassiosira|Thalassiosira+mala;Stramenopiles;Bacillariophyta;Thalassiosira;Thalassiosira;4;10;Siliceous;Round;1;Radial;Isopolar;Ellongated;Floater;1;Constitutive;No;No;0;0
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophytina|Mediophyceae|Thalassiosira|Thalassiosira+minima;Stramenopiles;Bacillariophyta;Thalassiosira;Thalassiosira;5;14;Siliceous;Round;1;Radial;Isopolar;Ellongated;Floater;1;Constitutive;No;No;0;0
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophytina|Mediophyceae|Thalassiosira|Thalassiosira+minuscula;Stramenopiles;Bacillariophyta;Thalassiosira;Thalassiosira;10;27;Siliceous;Round;1;Radial;Isopolar;Ellongated;Floater;1;Constitutive;No;No;0;0
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophytina|Mediophyceae|Thalassiosira|Thalassiosira+oceanica;Stramenopiles;Bacillariophyta;Thalassiosira;Thalassiosira;4.6;19;Siliceous;Round;1;Radial;Isopolar;Ellongated;Floater;1;Constitutive;No;No;0;0
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophytina|Mediophyceae|Thalassiosira|Thalassiosira+profunda;Stramenopiles;Bacillariophyta;Thalassiosira;Thalassiosira;3.9;5.4;Siliceous;Round;1;Radial;Isopolar;Ellongated;Floater;1;Constitutive;No;No;0;0
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophytina|Mediophyceae|Thalassiosira|Thalassiosira+rotula;Stramenopiles;Bacillariophyta;Thalassiosira;Thalassiosira;20;41;Siliceous;Round;1;Radial;Isopolar;Ellongated;Floater;1;Constitutive;No;No;0;0
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophytina|Mediophyceae|Thalassiosira|Thalassiosira+sp.;Stramenopiles;Bacillariophyta;Thalassiosira;Thalassiosira;2;186;Siliceous;Round;1;Radial;Isopolar;Ellongated;Floater;1;Constitutive;No;No;0;0
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophytina|Mediophyceae|Thalassiosira|Thalassiosira+tenera;Stramenopiles;Bacillariophyta;Thalassiosira;Thalassiosira;12;29;Siliceous;Round;1;Radial;Isopolar;Ellongated;Floater;1;Constitutive;No;No;0;0
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophytina|Mediophyceae|Toxarium|Toxarium+undulatum;Stramenopiles;Bacillariophyta;Mediophyceae;Toxarium;180;600;Siliceous;Elongated;0;Bilateral;Isopolar;None;Floater;1;Constitutive;No;No;0;0
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophyceae|Coscinodiscophyceae_X|Coscinodiscophyceae_X+sp.;Stramenopiles;Bacillariophyta;Coscinodiscophyceae;Coscinodiscophyceae;NA;NA;Siliceous;Round;0;Radial;Isopolar;None;NA;1;Constitutive;No;NA;0;NA
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophyceae|Leptocylindrales|c-m_clade|Leptocylindrus_3b|Leptocylindrus_3b+minimus;Stramenopiles;Bacillariophyta;Leptocylindrus;Leptocylindrus;15;50;Siliceous;Elongated;1;Radial;Isopolar;Ellongated;Floater;1;Constitutive;No;No;0;1
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophytina;Stramenopiles;Bacillariophyta;Coscinodiscophyceae;Coscinodiscophytina;NA;NA;Siliceous;Round;0;Radial;Isopolar;None;Floater;1;Constitutive;No;NA;0;1
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophytina|Corethrids|Corethrids_X|Corethrids_X+sp.;Stramenopiles;Bacillariophyta;Corethron;Corethrids;20;240;Siliceous;Elongated;1;Radial;Isopolar;None;Floater;1;Constitutive;No;No;0;1
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophytina|Corethrids|Corethron;Stramenopiles;Bacillariophyta;Corethron;Corethron;20;240;Siliceous;Elongated;1;Radial;Isopolar;None;Floater;1;Constitutive;No;No;0;1
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophytina|Coscinodiscids;Stramenopiles;Bacillariophyta;Coscinodiscophyceae;Coscinodiscids;NA;NA;Siliceous;Round;0;Radial;Isopolar;None;Floater;1;Constitutive;No;NA;0;1
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophytina|Coscinodiscids|Actinocyclus|Actinocyclus+sp.;Stramenopiles;Bacillariophyta;Actinocyclus;Actinocyclus;11;150;Siliceous;Round;0;Radial;Isopolar;None;Floater;1;Constitutive;No;No;0;1
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophytina|Coscinodiscids|Actinoptychus;Stramenopiles;Bacillariophyta;Coscinodiscophyceae;Actinoptychus;11;150;Siliceous;Round;0;Radial;Isopolar;None;Floater;1;Constitutive;No;No;0;1
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophytina|Coscinodiscids|Actinoptychus|Actinoptychus+sp.;Stramenopiles;Bacillariophyta;Coscinodiscophyceae;Actinoptychus;11;150;Siliceous;Round;0;Radial;Isopolar;None;Floater;1;Constitutive;No;No;0;1
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophytina|Coscinodiscids|Actinoptychus|Actinoptychus+splendens;Stramenopiles;Bacillariophyta;Coscinodiscophyceae;Actinoptychus;67.5;67.5;Siliceous;Round;0;Radial;Isopolar;None;Floater;1;Constitutive;No;No;0;1
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophytina|Coscinodiscids|Asteromphalus|Asteromphalus+sp.;Stramenopiles;Bacillariophyta;Coscinodiscophyceae;Asteromphalus;15;175;Siliceous;Round;0;Radial;Isopolar;None;Floater;1;Constitutive;No;No;0;1
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophytina|Coscinodiscids|Coscinodiscids_X|Coscinodiscids_X+sp.;Stramenopiles;Bacillariophyta;Coscinodiscophyceae;Coscinodiscids;NA;NA;Siliceous;Round;0;Radial;Isopolar;None;Floater;1;Constitutive;No;NA;0;1
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophytina|Coscinodiscids|Coscinodiscus;Stramenopiles;Bacillariophyta;Coscinodiscus;Coscinodiscus;30;500;Siliceous;Round;0;Radial;Isopolar;None;Floater;1;Constitutive;No;No;0;1
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophytina|Coscinodiscids|Coscinodiscus|Coscinodiscus+jonesianus;Stramenopiles;Bacillariophyta;Coscinodiscus;Coscinodiscus;140;280;Siliceous;Round;0;Radial;Isopolar;None;Floater;1;Constitutive;No;No;0;1
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophytina|Coscinodiscids|Coscinodiscus|Coscinodiscus+sp.;Stramenopiles;Bacillariophyta;Coscinodiscus;Coscinodiscus;30;500;Siliceous;Round;0;Radial;Isopolar;None;Floater;1;Constitutive;No;No;0;1
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophytina|Coscinodiscids|Stellarima|Stellarima+microtrias;Stramenopiles;Bacillariophyta;Coscinodiscophyceae;Stellarima;35;105;Siliceous;Round;0;Radial;Isopolar;None;Floater;1;Constitutive;No;No;0;1
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophytina|Coscinodiscophytina incertae sedis|Proboscia;Stramenopiles;Bacillariophyta;Proboscia;Proboscia;140;513;Siliceous;Elongated;0;Radial;Heteropolar;None;Floater;1;Constitutive;No;No;0;1
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophytina|Melosirids|Hyalodiscus|Hyalodiscus+sp.;Stramenopiles;Bacillariophyta;Coscinodiscophyceae;Hyalodiscus;12;117;Siliceous;Round;0;Radial;Isopolar;None;Floater;1;Constitutive;No;No;0;1
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophytina|Melosirids|Stephanopyxis;Stramenopiles;Bacillariophyta;Coscinodiscophyceae;Stephanopyxis;24;71;Siliceous;Elongated;0;Radial;Isopolar;Ellongated;Floater;1;Constitutive;No;No;0;1
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophytina|Melosirids|Stephanopyxis|Stephanopyxis+palmeriana;Stramenopiles;Bacillariophyta;Coscinodiscophyceae;Stephanopyxis;27;71;Siliceous;Elongated;0;Radial;Isopolar;Ellongated;Floater;1;Constitutive;No;No;0;1
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophytina|Melosirids|Stephanopyxis|Stephanopyxis+turris;Stramenopiles;Bacillariophyta;Coscinodiscophyceae;Stephanopyxis;36;57;Siliceous;Elongated;0;Radial;Isopolar;Ellongated;Floater;1;Constitutive;No;No;0;1
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophytina|Paralids|Paralia|Paralia+longispina;Stramenopiles;Bacillariophyta;Paralia;Paralia;6;13;Siliceous;Round;0;Radial;Isopolar;Ellongated;Floater;1;Constitutive;No;No;0;1
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophytina|Paralids|Paralia|Paralia+sulcata;Stramenopiles;Bacillariophyta;Paralia;Paralia;8.4;51;Siliceous;Round;0;Radial;Isopolar;Ellongated;Floater;1;Constitutive;No;No;0;1
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophytina|Rhizosolenids;Stramenopiles;Bacillariophyta;Coscinodiscophyceae;Rhizosolenids;NA;NA;Siliceous;Elongated;1;Radial;Isopolar;NA;Floater;1;Constitutive;No;NA;0;1
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophytina|Rhizosolenids|Dactyliosolen|Dactyliosolen+blavyanus;Stramenopiles;Bacillariophyta;Dactyliosolen;Dactyliosolen;6;38;Siliceous;Elongated;1;Radial;Isopolar;Ellongated;Floater;1;Constitutive;No;No;0;1
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophytina|Rhizosolenids|Guinardia;Stramenopiles;Bacillariophyta;Guinardia;Guinardia;20;300;Siliceous;Elongated;1;Radial;Isopolar;Ellongated;Floater;1;Constitutive;No;No;0;1
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophytina|Rhizosolenids|Guinardia|Guinardia+delicatula;Stramenopiles;Bacillariophyta;Guinardia;Guinardia;20;70;Siliceous;Elongated;1;Radial;Isopolar;Ellongated;Floater;1;Constitutive;No;No;0;1
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophytina|Rhizosolenids|Leptocylindrus;Stramenopiles;Bacillariophyta;Leptocylindrus;Leptocylindrus;1.5;35;Siliceous;Elongated;1;Radial;Isopolar;Ellongated;Floater;1;Constitutive;No;No;0;1
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophytina|Rhizosolenids|Leptocylindrus|Leptocylindrus+danicus;Stramenopiles;Bacillariophyta;Leptocylindrus;Leptocylindrus;5;16;Siliceous;Elongated;1;Radial;Isopolar;Ellongated;Floater;1;Constitutive;No;No;0;1
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophytina|Rhizosolenids|Neocalyptrella|Neocalyptrella+robusta;Stramenopiles;Bacillariophyta;Coscinodiscophyceae;Neocalyptrella;350;540;Siliceous;Elongated;1;Radial;Isopolar;None;Floater;1;Constitutive;No;No;0;1
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophytina|Rhizosolenids|Pseudosolenia|Pseudosolenia+calcar-avis;Stramenopiles;Bacillariophyta;Coscinodiscophyceae;Pseudosolenia;400;533;Siliceous;Elongated;1;Radial;Isopolar;None;Floater;1;Constitutive;No;No;0;1
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophytina|Rhizosolenids|Rhizosolenia;Stramenopiles;Bacillariophyta;Rhizosolenia;Rhizosolenia;100;460;Siliceous;Elongated;1;Radial;Isopolar;None;Floater;1;Constitutive;No;No;0;1
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophytina|Rhizosolenids|Rhizosolenia|Rhizosolenia+curvata;Stramenopiles;Bacillariophyta;Rhizosolenia;Rhizosolenia;100;460;Siliceous;Elongated;1;Radial;Isopolar;None;Floater;1;Constitutive;No;No;0;1
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophytina|Rhizosolenids|Rhizosolenia|Rhizosolenia+delicatula;Stramenopiles;Bacillariophyta;Rhizosolenia;Rhizosolenia;100;460;Siliceous;Elongated;1;Radial;Isopolar;None;Floater;1;Constitutive;No;No;0;1
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophytina|Rhizosolenids|Rhizosolenia|Rhizosolenia+imbricata;Stramenopiles;Bacillariophyta;Rhizosolenia;Rhizosolenia;180;460;Siliceous;Elongated;1;Radial;Isopolar;None;Floater;1;Constitutive;No;No;0;1
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophytina|Rhizosolenids|Rhizosolenia|Rhizosolenia+shrubsolei;Stramenopiles;Bacillariophyta;Rhizosolenia;Rhizosolenia;180;460;Siliceous;Elongated;1;Radial;Isopolar;None;Floater;1;Constitutive;No;No;0;1
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophytina|Rhizosolenids|Rhizosolenia|Rhizosolenia+sp.;Stramenopiles;Bacillariophyta;Rhizosolenia;Rhizosolenia;100;460;Siliceous;Elongated;1;Radial;Isopolar;None;Floater;1;Constitutive;No;No;0;1
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophytina|Rhizosolenids|Rhizosolenids_X|Rhizosolenids_X+sp.;Stramenopiles;Bacillariophyta;Coscinodiscophyceae;Rhizosolenids;NA;NA;Siliceous;Elongated;1;Radial;Isopolar;None;Floater;1;Constitutive;No;NA;0;1
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bacillariophyta|Coscinodiscophytina|Rhizosolenids|Tenuicylindrus|Tenuicylindrus+belgicus;Stramenopiles;Bacillariophyta;Coscinodiscophyceae;Tenuicylindrus;23;50;Siliceous;Elongated;1;Radial;Isopolar;Filamentous;Floater;1;Constitutive;No;No;0;1
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bacillariophyta|raphid_pennates|Climaconeis|Climaconeis+riddleae;Stramenopiles;Bacillariophyta;raphid_pennates;Climaconeis;82;182;Siliceous;Elongated;0;Bilateral;Isopolar;None;Gliding;1;Constitutive;No;No;0;0
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bacillariophyta|raphid_pennates|Diadesmis|Diadesmis+gallica;Stramenopiles;Bacillariophyta;raphid_pennates;Diadesmis;9;30;Siliceous;Elongated;0;Bilateral;Isopolar;None;Gliding;1;Constitutive;No;No;0;0
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bacillariophyta|raphid_pennates|raphid_pennates_X|raphid_pennates_X+sp.;Stramenopiles;Bacillariophyta;raphid_pennates;raphid;NA;NA;Siliceous;Elongated;NA;Bilateral;NA;NA;Gliding;1;Constitutive;No;NA;0;NA
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bacillariophyta|unclassified Bacillariophyta|Peridinium foliaceum endosymbiont;Stramenopiles;Bacillariophyta;Bacillariophyta;Peridiniumfoliaceumendosymbiont;NA;NA;Siliceous;Elongated;0;Bilateral;Heteropolar;None;Attached;1;Constitutive;No;NA;0;NA
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bolidophyceae;Stramenopiles;Bolidophyceae;Bolidophyceae;Bolidophyceae;1;1.7;Naked;Round;0;Bilateral;Heteropolar;None;Swimmer;1;Constitutive;No;No;0;0
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bolidophyceae|Bolidomonas|Bolidomonas+pacifica;Stramenopiles;Bolidophyceae;Bolidophyceae;Bolidomonas;1;1.7;Naked;Round;0;Bilateral;Heteropolar;None;Swimmer;1;Constitutive;No;No;0;0
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Bolidophyceae|Bolidophyceae_X|Bolidophyceae_X+sp.;Stramenopiles;Bolidophyceae;Bolidophyceae;Bolidophyceae;1;1.7;Naked;Round;0;Bilateral;Heteropolar;None;Swimmer;1;Constitutive;No;No;0;0
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Chrysophyceae;Stramenopiles;Chrysophyceae;Chrysophyceae;Chrysophyceae;NA;NA;NA;NA;NA;Bilateral;Heteropolar;None;Swimmer;1;Constitutive;No;NA;0;NA
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Chrysophyceae|Chryso_clade_C;Stramenopiles;Chrysophyceae;Chrysophyceae;Chryso;NA;NA;NA;NA;NA;Bilateral;Heteropolar;None;Swimmer;1;Constitutive;No;NA;0;NA
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Chrysophyceae|Chryso_clade_C|Chryso_clade_C_X|Chryso_clade_C_X+sp.;Stramenopiles;Chrysophyceae;Chrysophyceae;Chryso;NA;NA;NA;NA;NA;Bilateral;Heteropolar;None;Swimmer;1;Constitutive;No;NA;0;NA
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Chrysophyceae|Chryso_clade_C|Ochromonas[C]|Ochromonas+sp.;Stramenopiles;Chrysophyceae;Chrysophyceae;Ochromonas;3;23;Siliceous;Round;0;Bilateral;Heteropolar;None;Swimmer;1;Constitutive;Intern;No;0;1
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Chrysophyceae|Chryso_clade_C|Poterioochromonas|Poterioochromonas+stipitata;Stramenopiles;Chrysophyceae;Chrysophyceae;Poterioochromonas;5;10;Organic;Round;0;Bilateral;Heteropolar;None;Swimmer;1;Constitutive;Intern;No;0;0
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Chrysophyceae|Chryso_clade_C|Spumella|Spumella+obliqua;Stramenopiles;Chrysophyceae;Chrysophyceae;Spumella;17;33;Naked;Round;0;Bilateral;Heteropolar;None;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Chrysophyceae|Chryso_clade_D|Chryso_clade_D_X|Chryso_clade_D_X+sp.;Stramenopiles;Chrysophyceae;Chrysophyceae;Chryso;NA;NA;NA;NA;NA;Bilateral;Heteropolar;None;Swimmer;1;Constitutive;No;NA;0;NA
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Chrysophyceae|Chryso_clade_E|Chryso_clade_E_X|Chryso_clade_E_X+sp.;Stramenopiles;Chrysophyceae;Chrysophyceae;Chryso;NA;NA;NA;NA;NA;Bilateral;Heteropolar;None;Swimmer;1;Constitutive;No;NA;0;NA
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Chrysophyceae|Chryso_clade_F;Stramenopiles;Chrysophyceae;Chrysophyceae;Chryso;NA;NA;NA;NA;NA;Bilateral;Heteropolar;None;Swimmer;1;Constitutive;No;NA;0;NA
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Chrysophyceae|Chryso_clade_F|Chryso_clade_F_X|Chryso_clade_F_X+sp.;Stramenopiles;Chrysophyceae;Chrysophyceae;Chryso;NA;NA;NA;NA;NA;Bilateral;Heteropolar;None;Swimmer;1;Constitutive;No;NA;0;NA
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Chrysophyceae|Chryso_clade_F|Paraphysomonas;Stramenopiles;Chrysophyceae;Chrysophyceae;Paraphysomonas;2;6;Siliceous;Round;1;Bilateral;Heteropolar;None;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Chrysophyceae|Chryso_clade_F|Paraphysomonas|Paraphysomonas+butcheri;Stramenopiles;Chrysophyceae;Chrysophyceae;Paraphysomonas;2.4;3;Siliceous;Round;1;Bilateral;Heteropolar;None;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Chrysophyceae|Chryso_clade_F|Paraphysomonas|Paraphysomonas+foraminifera;Stramenopiles;Chrysophyceae;Chrysophyceae;Paraphysomonas;3.8;5.1;Siliceous;Round;1;Bilateral;Heteropolar;None;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Chrysophyceae|Chryso_clade_F|Paraphysomonas|Paraphysomonas+sp.;Stramenopiles;Chrysophyceae;Chrysophyceae;Paraphysomonas;2;6;Siliceous;Round;1;Bilateral;Heteropolar;None;Swimmer;0;None;Intern;No;0;0
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Chrysophyceae|Chryso_clade_G|Chryso_clade_G_X|Chryso_clade_G_X+sp.;Stramenopiles;Chrysophyceae;Chrysophyceae;Chryso;NA;NA;NA;NA;NA;Bilateral;Heteropolar;None;Swimmer;1;Constitutive;No;NA;0;NA
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Chrysophyceae|Chryso_clade_H|Chryso_clade_H_X|Chryso_clade_H_X+sp.;Stramenopiles;Chrysophyceae;Chrysophyceae;Chryso;NA;NA;NA;NA;NA;Bilateral;Heteropolar;None;Swimmer;1;Constitutive;No;NA;0;NA
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Chrysophyceae|Chryso_clade_I|Chryso_clade_I_X|Chryso_clade_I_X+sp.;Stramenopiles;Chrysophyceae;Chrysophyceae;Chryso;NA;NA;NA;NA;NA;Bilateral;Heteropolar;None;Swimmer;1;Constitutive;No;NA;0;NA
Eukaryota|Harosa|Stramenopiles|Ochrophyta|Chrysophyceae|Chrysophyceae_X|Chrysophyceae_X+sp.;Stramenopiles;Chrysophyceae;Chrysophyceae;Chrysophyceae;NA;NA;NA;NA;NA;Bilateral;Heteropolar;None;Swimmer;1;Constitutive;No;NA;0;NA
