Lineage;Fam;Taxogroup;Taxo1;Last;SizeMin;SizeMax;Cover;Shape;Spicule;Symmetry;Polarity;Colony;Motility;Chloroplast;Plast_Origin;Ingestion;Symbiontic;Zoosporic_Parasite;Cyst_Spore
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Ceramiales|Spyridiaceae|Spyridia|Spyridia+elongata;Archaeplastids;Rhodophyta;Plant;Spyridia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Ceramiales|Wrangeliaceae|Anotrichium|Anotrichium+furcellatum;Archaeplastids;Rhodophyta;Plant;Anotrichium;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Ceramiales|Wrangeliaceae|Compsothamnion|Compsothamnion+thuyoides;Archaeplastids;Rhodophyta;Plant;Compsothamnion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Ceramiales|Wrangeliaceae|Griffithsia|Griffithsia+corallina;Archaeplastids;Rhodophyta;Plant;Griffithsia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Ceramiales|Wrangeliaceae|Halurus|Halurus+flosculosus;Archaeplastids;Rhodophyta;Plant;Halurus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Ceramiales|Wrangeliaceae|Lejolisia|Lejolisia+pacifica;Archaeplastids;Rhodophyta;Plant;Lejolisia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Ceramiales|Wrangeliaceae|Monosporus|Monosporus+pedicellatus;Archaeplastids;Rhodophyta;Plant;Monosporus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Ceramiales|Wrangeliaceae|Ptilota|Ptilota+gunneri;Archaeplastids;Rhodophyta;Plant;Ptilota;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Colaconematales;Archaeplastids;Rhodophyta;Plant;Colaconematales;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Colaconematales|Colaconema;Archaeplastids;Rhodophyta;Plant;Colaconema;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Colaconematales|Rhodothamniella|Rhodothamniella+floridula;Archaeplastids;Rhodophyta;Plant;Rhodothamniella;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Corallinales;Archaeplastids;Rhodophyta;Plant;Corallinales;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Corallinales|Corallina;Archaeplastids;Rhodophyta;Plant;Corallina;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Corallinales|Corallina|Corallina+elongata;Archaeplastids;Rhodophyta;Plant;Corallina;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Corallinales|Corallina|Corallina+officinalis;Archaeplastids;Rhodophyta;Plant;Corallina;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Corallinales|Corallinales_X|Corallinales_X+sp.;Archaeplastids;Rhodophyta;Plant;Corallinales;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Corallinales|Lithophyllum;Archaeplastids;Rhodophyta;Plant;Lithophyllum;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Corallinales|Lithophyllum|Lithophyllum+margaritae;Archaeplastids;Rhodophyta;Plant;Lithophyllum;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Corallinales|Lithothamnion|Lithothamnion+corallioides;Archaeplastids;Rhodophyta;Plant;Lithothamnion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Corallinales|Neogoniolithon|Neogoniolithon+brassica-florida;Archaeplastids;Rhodophyta;Plant;Neogoniolithon;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Corallinales|Phymatolithon;Archaeplastids;Rhodophyta;Plant;Phymatolithon;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Corallinales|Phymatolithon|Phymatolithon+calcareum;Archaeplastids;Rhodophyta;Plant;Phymatolithon;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Corallinales|Phymatolithon|Phymatolithon+lamii;Archaeplastids;Rhodophyta;Plant;Phymatolithon;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Corallinales|Phymatolithon|Phymatolithon+lenormandii;Archaeplastids;Rhodophyta;Plant;Phymatolithon;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Corallinales|Phymatolithon|Phymatolithon+sp.;Archaeplastids;Rhodophyta;Plant;Phymatolithon;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Corallinales|Titanoderma|Titanoderma+pustulatum;Archaeplastids;Rhodophyta;Plant;Titanoderma;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Gelidiales;Archaeplastids;Rhodophyta;Plant;Gelidiales;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Gigartinales;Archaeplastids;Rhodophyta;Plant;Gigartinales;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Gigartinales|Calliblepharis|Calliblepharis+ciliata;Archaeplastids;Rhodophyta;Plant;Calliblepharis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Gigartinales|Calliblepharis|Calliblepharis+jubata;Archaeplastids;Rhodophyta;Plant;Calliblepharis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Gigartinales|Callophyllis|Callophyllis+rangiferina;Archaeplastids;Rhodophyta;Plant;Callophyllis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Gigartinales|Caulacanthus|Caulacanthus+okamurae;Archaeplastids;Rhodophyta;Plant;Caulacanthus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Gigartinales|Chondrus|Chondrus+crispus;Archaeplastids;Rhodophyta;Plant;Chondrus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Gigartinales|Corynocystis|Corynocystis+prostrata;Archaeplastids;Rhodophyta;Plant;Corynocystis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Gigartinales|Cruoria|Cruoria+pellita;Archaeplastids;Rhodophyta;Plant;Cruoria;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Gigartinales|Cystoclonium|Cystoclonium+purpureum;Archaeplastids;Rhodophyta;Plant;Cystoclonium;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Gigartinales|Dudresnaya|Dudresnaya+capricornica;Archaeplastids;Rhodophyta;Plant;Dudresnaya;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Gigartinales|Dumontia|Dumontia+contorta;Archaeplastids;Rhodophyta;Plant;Dumontia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Gigartinales|Furcellaria|Furcellaria+lumbricalis;Archaeplastids;Rhodophyta;Plant;Furcellaria;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Gigartinales|Gibsmithia|Gibsmithia+dotyi;Archaeplastids;Rhodophyta;Plant;Gibsmithia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Gigartinales|Gymnogongrus|Gymnogongrus+sp.;Archaeplastids;Rhodophyta;Plant;Gymnogongrus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Gigartinales|Mastocarpus|Mastocarpus+stellatus;Archaeplastids;Rhodophyta;Plant;Mastocarpus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Gigartinales|Peyssonnelia;Archaeplastids;Rhodophyta;Plant;Peyssonnelia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Gigartinales|Peyssonnelia|Peyssonnelia+armorica;Archaeplastids;Rhodophyta;Plant;Peyssonnelia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Gigartinales|Peyssonnelia|Peyssonnelia+dubyi;Archaeplastids;Rhodophyta;Plant;Peyssonnelia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Gigartinales|Peyssonnelia|Peyssonnelia+immersa;Archaeplastids;Rhodophyta;Plant;Peyssonnelia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Gigartinales|Peyssonnelia|Peyssonnelia+novae-hollandiae;Archaeplastids;Rhodophyta;Plant;Peyssonnelia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Gigartinales|Polyides|Polyides+rotundus;Archaeplastids;Rhodophyta;Plant;Polyides;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Gigartinales|Schottera|Schottera+nicaeensis;Archaeplastids;Rhodophyta;Plant;Schottera;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Gigartinales|Sphaerococcus|Sphaerococcus+coronopifolius;Archaeplastids;Rhodophyta;Plant;Sphaerococcus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Gigartinales|Stenogramme|Stenogramme+interrupta;Archaeplastids;Rhodophyta;Plant;Stenogramme;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Gigartinales|Stictosporum|Stictosporum+nitophylloides;Archaeplastids;Rhodophyta;Plant;Stictosporum;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Gracilariales;Archaeplastids;Rhodophyta;Plant;Gracilariales;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Gracilariales|Gracilaria;Archaeplastids;Rhodophyta;Plant;Gracilaria;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Gracilariales|Gracilaria|Gracilaria+gracilis;Archaeplastids;Rhodophyta;Plant;Gracilaria;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Gracilariales|Gracilaria|Gracilaria+vermiculophylla;Archaeplastids;Rhodophyta;Plant;Gracilaria;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Gracilariales|Gracilariopsis;Archaeplastids;Rhodophyta;Plant;Gracilariopsis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Gracilariales|Holmsella|Holmsella+pachyderma;Archaeplastids;Rhodophyta;Plant;Holmsella;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Halymeniales|Cryptonemia|Cryptonemia+undulata;Archaeplastids;Rhodophyta;Plant;Cryptonemia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Halymeniales|Grateloupia;Archaeplastids;Rhodophyta;Plant;Grateloupia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Nemaliales;Archaeplastids;Rhodophyta;Plant;Nemaliales;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Nemaliales|Nemalion;Archaeplastids;Rhodophyta;Plant;Nemalion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Nemastomatales|Schizymenia|Schizymenia+dubyi;Archaeplastids;Rhodophyta;Plant;Schizymenia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Plocamiales|Plocamium|Plocamium+maggsiae;Archaeplastids;Rhodophyta;Plant;Plocamium;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Rhodymeniales;Archaeplastids;Rhodophyta;Plant;Rhodymeniales;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Rhodymeniales|Champia;Archaeplastids;Rhodophyta;Plant;Champia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Rhodymeniales|Champia|Champia+sp.;Archaeplastids;Rhodophyta;Plant;Champia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Rhodymeniales|Chylocladia|Chylocladia+verticillata;Archaeplastids;Rhodophyta;Plant;Chylocladia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Rhodymeniales|Gelidiopsis;Archaeplastids;Rhodophyta;Plant;Gelidiopsis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Rhodymeniales|Lomentaria;Archaeplastids;Rhodophyta;Plant;Lomentaria;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Rhodymeniales|Rhodymenia|Rhodymenia+divaricata;Archaeplastids;Rhodophyta;Plant;Rhodymenia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Florideophyceae|Rhodymeniales|Rhodymenia|Rhodymenia+intricata;Archaeplastids;Rhodophyta;Plant;Rhodymenia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Rhodophyta|Rhodellophyceae|Rhodellales|Rhodella;Archaeplastids;Rhodophyta;Rhodophyta;Rhodella;7;33;Naked;Round;0;Spherical;Isopolar;Filamentous;Gliding;1;Constitutive;No;No;0;0
Eukaryota|Archaeplastida|Viridiplantae;Archaeplastids;Undetermined_Archaeplastidia;Undetermined_Archaeplastidia;Viridiplantae;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
Eukaryota|Archaeplastida|Viridiplantae|Chlorophyta;Archaeplastids;Chlorophyta;Chlorophyta;Chlorophyta;NA;NA;Organic;Elongated;0;Bilateral;Heteropolar;None;Swimmer;1;Constitutive;No;NA;0;NA
Eukaryota|Archaeplastida|Viridiplantae|Chlorophyta|Chlorodendrophyceae|Chlorodendrales;Archaeplastids;Chlorophyta;Chlorophyta;Chlorodendrales;1.5;15;Organic;Elongated;0;Bilateral;Heteropolar;None;Swimmer;1;Constitutive;Osmotrophic;No;0;0
Eukaryota|Archaeplastida|Viridiplantae|Chlorophyta|Chlorodendrophyceae|Chlorodendrales|Chlorodendrales_X|Chlorodendrales_X+sp.;Archaeplastids;Chlorophyta;Chlorophyta;Chlorodendrales;1.5;15;Organic;Elongated;0;Bilateral;Heteropolar;None;Swimmer;1;Constitutive;Osmotrophic;No;0;0
Eukaryota|Archaeplastida|Viridiplantae|Chlorophyta|Chlorodendrophyceae|Chlorodendrales|Scherffelia|Scherffelia+dubia;Archaeplastids;Chlorophyta;Chlorophyta;Scherffelia;10;18;Organic;Elongated;0;Bilateral;Heteropolar;None;Swimmer;1;Constitutive;Osmotrophic;No;0;0
Eukaryota|Archaeplastida|Viridiplantae|Chlorophyta|Chlorophyceae;Archaeplastids;Chlorophyta;Chlorophyta;Chlorophyceae;5;20;Organic;Round;0;Spherical;Isopolar;Ellongated;Swimmer;1;Constitutive;Osmotrophic;No;0;0
Eukaryota|Archaeplastida|Viridiplantae|Chlorophyta|Chlorophyceae|Chlamydomonadales;Archaeplastids;Chlorophyta;Chlorophyta;Chlamydomonadales;5;20;Organic;Elongated;0;Bilateral;Heteropolar;Ellongated;Swimmer;1;Constitutive;Osmotrophic;No;0;1
Eukaryota|Archaeplastida|Viridiplantae|Chlorophyta|Chlorophyceae|Chlamydomonadales|Carteria;Archaeplastids;Chlorophyta;Chlorophyta;Carteria;10;45;Organic;Elongated;0;Bilateral;Heteropolar;Ellongated;Swimmer;1;Constitutive;Osmotrophic;No;0;1
Eukaryota|Archaeplastida|Viridiplantae|Chlorophyta|Chlorophyceae|Chlamydomonadales|Chlamydomonadales_X|Chlamydomonadales_X+sp.;Archaeplastids;Chlorophyta;Chlorophyta;Chlamydomonadales;5;20;Organic;Elongated;0;Bilateral;Heteropolar;Ellongated;Swimmer;1;Constitutive;Osmotrophic;No;0;1
Eukaryota|Archaeplastida|Viridiplantae|Chlorophyta|Chlorophyceae|Chlamydomonadales|Chlamydomonas;Archaeplastids;Chlorophyta;Chlorophyta;Chlamydomonas;5;20;Organic;Elongated;0;Bilateral;Heteropolar;Ellongated;Swimmer;1;Constitutive;Osmotrophic;No;0;1
Eukaryota|Archaeplastida|Viridiplantae|Chlorophyta|Chlorophyceae|Chlamydomonadales|Chlamydomonas|Chlamydomonas+parkeae;Archaeplastids;Chlorophyta;Chlorophyta;Chlamydomonas;4;6.5;Organic;Elongated;0;Bilateral;Heteropolar;Ellongated;Swimmer;1;Constitutive;Osmotrophic;No;0;1
Eukaryota|Archaeplastida|Viridiplantae|Chlorophyta|Chlorophyceae|Chlamydomonadales|Chlamydomonas|Chlamydomonas+raudensis;Archaeplastids;Chlorophyta;Chlorophyta;Chlamydomonas;10;15;Organic;Elongated;0;Bilateral;Heteropolar;Ellongated;Swimmer;1;Constitutive;Osmotrophic;No;0;1
Eukaryota|Archaeplastida|Viridiplantae|Chlorophyta|Chlorophyceae|Chlamydomonadales|Chlamydomonas|Chlamydomonas+sp.;Archaeplastids;Chlorophyta;Chlorophyta;Chlamydomonas;5;20;Organic;Elongated;0;Bilateral;Heteropolar;Ellongated;Swimmer;1;Constitutive;Osmotrophic;No;0;1
Eukaryota|Archaeplastida|Viridiplantae|Chlorophyta|Chlorophyceae|Chlamydomonadales|Chlorococcum;Archaeplastids;Chlorophyta;Chlorophyta;Chlorococcum;4;60;Organic;Elongated;0;Bilateral;Heteropolar;Ellongated;Swimmer;1;Constitutive;Osmotrophic;No;0;1
Eukaryota|Archaeplastida|Viridiplantae|Chlorophyta|Chlorophyceae|Chlamydomonadales|Chlorococcum|Chlorococcum+hypnosporum;Archaeplastids;Chlorophyta;Chlorophyta;Chlorococcum;11;30;Organic;Round;0;Bilateral;Heteropolar;Ellongated;Swimmer;1;Constitutive;Osmotrophic;No;0;1
Eukaryota|Archaeplastida|Viridiplantae|Chlorophyta|Chlorophyceae|Chlamydomonadales|Chloromonas;Archaeplastids;Chlorophyta;Chlorophyta;Chloromonas;10;30;Organic;Elongated;0;Bilateral;Heteropolar;Ellongated;Swimmer;1;Constitutive;Osmotrophic;No;0;1
Eukaryota|Archaeplastida|Viridiplantae|Chlorophyta|Chlorophyceae|Chlamydomonadales|Dunaliella;Archaeplastids;Chlorophyta;Chlorophyta;Dunaliella;9;11;Organic;Elongated;0;Bilateral;Heteropolar;Ellongated;Swimmer;1;Constitutive;Osmotrophic;No;0;1
Eukaryota|Archaeplastida|Viridiplantae|Chlorophyta|Chlorophyceae|Chlamydomonadales|Dunaliella|Dunaliella+sp.;Archaeplastids;Chlorophyta;Chlorophyta;Dunaliella;5;20;Organic;Elongated;0;Bilateral;Heteropolar;Ellongated;Swimmer;1;Constitutive;Osmotrophic;No;0;1
Eukaryota|Archaeplastida|Viridiplantae|Chlorophyta|Chlorophyceae|Chlamydomonadales|Hafniomonas|Hafniomonas+reticulata;Archaeplastids;Chlorophyta;Chlorophyta;Hafniomonas;10;17;Organic;Elongated;0;Bilateral;Heteropolar;Ellongated;Swimmer;1;Constitutive;Osmotrophic;No;0;1
Eukaryota|Archaeplastida|Viridiplantae|Chlorophyta|Chlorophyceae|Chlamydomonadales|Pteromonas;Archaeplastids;Chlorophyta;Chlorophyta;Pteromonas;17;26;Organic;Elongated;0;Bilateral;Heteropolar;Ellongated;Swimmer;1;Constitutive;Osmotrophic;No;0;1
Eukaryota|Archaeplastida|Viridiplantae|Chlorophyta|Chlorophyceae|Chlamydomonadales|Vitreochlamys;Archaeplastids;Chlorophyta;Chlorophyta;Vitreochlamys;6;34;Organic;Elongated;0;Bilateral;Heteropolar;Ellongated;Swimmer;1;Constitutive;Osmotrophic;No;0;1
Eukaryota|Archaeplastida|Viridiplantae|Chlorophyta|Chlorophyceae|Chlorophyceae_X|Chlorophyceae_X+sp.;Archaeplastids;Chlorophyta;Chlorophyta;Chlorophyceae;5;20;Organic;Elongated;0;Bilateral;Heteropolar;Ellongated;Swimmer;1;Constitutive;Osmotrophic;No;0;1
Eukaryota|Archaeplastida|Viridiplantae|Chlorophyta|Chlorophyceae|Sphaeropleales;Archaeplastids;Chlorophyta;Chlorophyta;Sphaeropleales;5;20;Organic;Round;0;Bilateral;Heteropolar;Ellongated;Swimmer;1;Constitutive;Osmotrophic;No;0;1
Eukaryota|Archaeplastida|Viridiplantae|Chlorophyta|Chlorophyceae|Sphaeropleales|Desmodesmus;Archaeplastids;Chlorophyta;Chlorophyta;Desmodesmus;5;20;Organic;Round;0;Bilateral;Heteropolar;Ellongated;Swimmer;1;Constitutive;Osmotrophic;No;0;1
Eukaryota|Archaeplastida|Viridiplantae|Chlorophyta|Chlorophyceae|Sphaeropleales|Monoraphidium|Monoraphidium+dybowskii;Archaeplastids;Chlorophyta;Chlorophyta;Monoraphidium;16;22.5;Organic;Elongated;0;Bilateral;Heteropolar;None;Swimmer;1;Constitutive;Osmotrophic;No;0;1
Eukaryota|Archaeplastida|Viridiplantae|Chlorophyta|Chlorophyceae|Sphaeropleales|Sphaeropleales_X|Sphaeropleales_X+sp.;Archaeplastids;Chlorophyta;Chlorophyta;Sphaeropleales;5;20;Organic;Round;0;Bilateral;Heteropolar;Ellongated;Swimmer;1;Constitutive;Osmotrophic;No;0;1
Eukaryota|Archaeplastida|Viridiplantae|Chlorophyta|Chlorophyta_X|Chlorophyta_X+sp.;Archaeplastids;Chlorophyta;Chlorophyta;Chlorophyta;NA;NA;Organic;Elongated;0;Bilateral;Heteropolar;None;Swimmer;1;Constitutive;No;NA;0;NA
Eukaryota|Archaeplastida|Viridiplantae|Chlorophyta|Mamiellophyceae;Archaeplastids;Chlorophyta;Chlorophyta;Mamiellophyceae;1;3;Organic;Round;0;Bilateral;Heteropolar;None;Swimmer;1;Constitutive;No;No;0;0
Eukaryota|Archaeplastida|Viridiplantae|Chlorophyta|Mamiellophyceae|Dolichomastigales;Archaeplastids;Chlorophyta;Chlorophyta;Dolichomastigales;1.5;6;Organic;Round;0;Bilateral;Heteropolar;None;Swimmer;1;Constitutive;No;No;0;0
Eukaryota|Archaeplastida|Viridiplantae|Chlorophyta|Mamiellophyceae|Dolichomastigales|Crustomastigaceae|Crustomastigaceae_X|Crustomastigaceae_X+sp.;Archaeplastids;Chlorophyta;Chlorophyta;Crustomastigaceae;1.5;6;Organic;Round;0;Bilateral;Heteropolar;None;Swimmer;1;Constitutive;No;No;0;0
